Open,Close,High,Low,Volume,VWAP,Timestamp,Transactions
63822.1,60622.1,64800,59040.3,26998.48751629146,61053.0543,2024-04-29T20:00:00,592807
60610,58265.59,60991,56378,36306.16835997113,57898.2558,2024-04-30T20:00:00,818856
58267.81,59071.89,59767,56903.79,18350.770952150266,58551.988,2024-05-01T20:00:00,504135
59113.2,62913.03,63444,58821.05,22588.06498860277,61132.9655,2024-05-02T20:00:00,524815
62925.8,63902.88,64644,62550.4,9341.29545499236,63518.2417,2024-05-03T20:00:00,278892
63898,64023.45,64801,62908.34,6410.308083120016,63845.4607,2024-05-04T20:00:00,273052
64067.5,63162.24,65628,62704.48,15014.69468358998,63824.4851,2024-05-05T20:00:00,405905
63161.7,62315.76,64480,62252.64,11742.36228945821,63429.3836,2024-05-06T20:00:00,327075
62325,61169.53,63112,60851.04,9857.802772441306,62125.3084,2024-05-07T20:00:00,349677
61172.1,63073.57,63529,60601.6,10679.227749370395,61904.4023,2024-05-08T20:00:00,309101
63052,60787.47,63612,60150,15163.250328231863,61550.7498,2024-05-09T20:00:00,386107
60790.8,60805,61588,60450.13,3789.3654638304683,60940.4341,2024-05-10T20:00:00,193373
60805,61453.02,61962,60576.05,3792.766457371365,61245.6893,2024-05-11T20:00:00,204346
61444.6,62932.37,63540,60738.51,11541.77888872016,62522.5301,2024-05-12T20:00:00,384930
62910,61539.84,63175,61000,16135.62462599838,62078.6866,2024-05-13T20:00:00,434473
61539.7,66244.69,66500,61299.57,27716.98672330425,64615.114,2024-05-14T20:00:00,664184
66233.1,65252.18,66799,64557,15424.821354775437,65754.746,2024-05-15T20:00:00,462993
65228.4,67046.33,67618,65113.46,14778.8951649091,66576.1514,2024-05-16T20:00:00,398826
67043.6,66923.87,67473,66598,4637.99978324156,66974.7154,2024-05-17T20:00:00,235241
66920.1,66262.4,67984,65852.02,4912.141236761148,66864.232,2024-05-18T20:00:00,240980
66262.5,71432.17,71560.9,66057.03,25837.14890898711,68756.982,2024-05-19T20:00:00,615890
71432.16,70145.1,71980,69146.01,19826.247984224698,70560.5782,2024-05-20T20:00:00,604460
70145.1,69109.93,70668,68725.2,14277.429019659008,69748.2165,2024-05-21T20:00:00,447442
69144.1,67940.45,70500,66250,19011.497148756054,68230.3722,2024-05-22T20:00:00,511572
67947,68547.8,69308,66587.91,12804.68779944892,68161.1374,2024-05-23T20:00:00,389308
68541,69289.67,69635,68487.44,3607.6377056903534,69031.9205,2024-05-24T20:00:00,193911
69278.7,68473.72,69588,67971.1,2949.5081756000036,68887.4445,2024-05-25T20:00:00,187333
68474.4,69368.72,70679,68210.12,7834.055005983865,69475.1187,2024-05-26T20:00:00,279376
69377.8,68321.98,69597,67194.59,14590.479766482238,68146.7215,2024-05-27T20:00:00,385943
68325,67569.45,68971,67081.66,11508.583914956238,67787.6599,2024-05-28T20:00:00,402522
67575.4,68338.58,69550,67092.91,14621.039771766613,68433.2896,2024-05-29T20:00:00,419635
68365,67472.41,69028,66584.47,12714.239392585478,67687.9893,2024-05-30T20:00:00,401434
67498.1,67719.29,67890,67371.28,2453.8330691899255,67659.7886,2024-05-31T20:00:00,167543
67717.2,67735.52,68444,67260,3849.759698749966,67837.2387,2024-06-01T20:00:00,180700
67731.14,68791,70295.78,67568,14723.958852528283,69164.4341,2024-06-02T20:00:00,368062
68800,70542.32,71108.9,68542.37,21220.116937563525,70132.8586,2024-06-03T20:00:00,417567
70558.7,71121.11,71804.13,70356.49,13144.144468488717,71104.6182,2024-06-04T20:00:00,387983
71116.3,70773.64,71651,70093.98,9799.946710421866,70997.481,2024-06-05T20:00:00,321355
70752.1,69394,71974.04,68298.55,18017.677623827018,70253.7138,2024-06-06T20:00:00,477279
69317.1,69304.05,69618,69126.22,3361.942778500353,69370.2121,2024-06-07T20:00:00,193752
69291.5,69649.9,69848.94,69101,2732.338929500212,69523.0865,2024-06-08T20:00:00,163066
69649.9,69497.73,70187.53,69141.51,7800.330256482236,69630.5247,2024-06-09T20:00:00,266440
69522.2,67316.53,69558.7,66018.69,21178.763949751163,67339.8748,2024-06-10T20:00:00,573310
67330,68248.6,70037,66883.32,20072.119167737404,68667.2719,2024-06-11T20:00:00,536799
68248.59,66756.5,68474.49,66200,13688.22604530725,67212.5178,2024-06-12T20:00:00,457648
66776,66004.39,67370,65005,14036.651848974416,66106.6314,2024-06-13T20:00:00,429427
65992.1,66192,66442,65794.7,2596.392308640016,66165.259,2024-06-14T20:00:00,194286
66198.1,66628.75,66947,65999,2936.762575739947,66515.0692,2024-06-15T20:00:00,171969
66630,66481.81,67302,65050,16345.443449501932,66232.9346,2024-06-16T20:00:00,382537
66487.7,65152.8,66623,64010.01,19988.966579363736,65041.9006,2024-06-17T20:00:00,572516
65169.7,64943.79,65820,64635.48,6315.240569602347,65155.7053,2024-06-18T20:00:00,303055
64949.1,64840.88,66585,64500,11796.052707424084,65309.6755,2024-06-19T20:00:00,374516
64833.3,64087.9,65196,63300.93,12112.126403724447,63991.2,2024-06-20T20:00:00,414117
64088,64235.01,64613,63910.01,3181.7524686099146,64316.0119,2024-06-21T20:00:00,174672
64253,63171.43,64618,63125.75,3176.9550407601346,63991.5764,2024-06-22T20:00:00,192996
63169.36,60263,63461,58414.28,28056.30550254586,60892.3847,2024-06-23T20:00:00,762779
60297.1,61789.71,62470,60217.36,18289.52464370195,61432.0707,2024-06-24T20:00:00,450097
61794.1,60815.1,62558,60656.8,13088.536382955564,61298.9751,2024-06-25T20:00:00,391066
60815.2,61615.39,62499,60546.94,12724.378121728556,61436.7825,2024-06-26T20:00:00,361101
61617.1,60313.35,62295,59868,13141.524940790041,60958.8833,2024-06-27T20:00:00,409739
60319.6,60860,61352,60273.8,4492.243227451966,60868.3111,2024-06-28T20:00:00,219048
60860,62668.26,63131,60611.01,5696.332467431378,61746.0853,2024-06-29T20:00:00,269092
62680.4,62830.13,63911,62448.46,14426.163916093907,63163.0605,2024-06-30T20:00:00,394680
62830.94,62040.22,63331,61000,12224.288178081297,62304.5316,2024-07-01T20:00:00,342946
62020,60145.01,62386,59332.76,14682.34715963025,60369.7867,2024-07-02T20:00:00,474547
60146.6,57042.14,60550,56709.73,23071.22674860309,58033.4411,2024-07-03T20:00:00,656002
57031.4,56639.43,57615,53219,35152.88896839365,55649.8024,2024-07-04T20:00:00,859610
56650.1,58244.75,58538,56020.32,8930.475579201466,57180.5703,2024-07-05T20:00:00,342352
58234.9,55854.09,58563,55717.23,7225.658438742464,57230.6403,2024-07-06T20:00:00,302969
55845.4,56699.3,58350,54278.93,23020.714850126384,56154.845,2024-07-07T20:00:00,663440
56699.3,58047.86,58422,56276.37,14464.901770290473,57512.0201,2024-07-08T20:00:00,464244
58001.6,57712.59,59606,57154.1,14095.296974441448,58152.8965,2024-07-09T20:00:00,467148
57742.1,57340.77,59654,57036.41,14326.025154958345,58138.0227,2024-07-10T20:00:00,502430
57350,57909.03,58653,56538.33,12770.950487011007,57616.6817,2024-07-11T20:00:00,476998
57911.5,59224.58,60063,57770.92,5857.246038272242,58742.1635,2024-07-12T20:00:00,244190
59224.58,60808.42,61535,59209.2,8695.192284601419,60222.3499,2024-07-13T20:00:00,295236
60810,64757.16,65014,60666.59,24915.285135138758,63075.5059,2024-07-14T20:00:00,641830
64764.3,65088.99,65488,62410.33,18695.642293493634,64234.3077,2024-07-15T20:00:00,625283
65077.1,64085.81,66180,63853.1,13094.35626413802,64937.3232,2024-07-16T20:00:00,631346
64120.1,63982.86,65200,63222.6,9745.05126899299,64112.9901,2024-07-17T20:00:00,423590
63960.7,66707.61,67504.22,63289.15,18233.872945320993,65790.1313,2024-07-18T20:00:00,601035
66708.9,67163.83,67694,66271,5976.406493971239,66943.8464,2024-07-19T20:00:00,352916
67166.1,68181.28,68479,65820.18,8257.183857072176,67303.6606,2024-07-20T20:00:00,442513
68137.2,67558.22,68560,66569.42,13916.336665492538,67626.6658,2024-07-21T20:00:00,541369
67595.2,65939.24,67906,65444.3,13878.06752197512,66409.2504,2024-07-22T20:00:00,577380
65900.8,65366.4,67241,65090.61,9997.394193752847,66096.4642,2024-07-23T20:00:00,464929
65503,65795.42,66241,63412.46,13300.934734938068,64560.3474,2024-07-24T20:00:00,609851
65794.2,67924.08,68333,65705.6,12395.841364782367,67346.2391,2024-07-25T20:00:00,578071
67914.7,67899.41,69529,66624.3,14034.384472971135,68124.6997,2024-07-26T20:00:00,572278
67912.9,68244.3,68443,67021.8,4645.989473308362,67815.6151,2024-07-27T20:00:00,537696
68250,66771.45,70162,66400.01,17576.558153538645,68332.3065,2024-07-28T20:00:00,915778
66755.4,66169.68,67179,65283.68,11131.772096735582,66209.1662,2024-07-29T20:00:00,486836
66175.1,64609.62,66947,64500,11041.132536383207,65850.7194,2024-07-30T20:00:00,481921
64638.1,65288.18,65720,62212.81,19436.30784717,63765.9942,2024-07-31T20:00:00,691516
65462,61418.06,65668,61150,19180.852730612307,63432.3295,2024-08-01T20:00:00,714338
61410,60674.93,62260,59819.13,11400.965616023303,60946.3767,2024-08-02T20:00:00,473600
60688.6,58130.95,61213,57123,12979.357049018508,59162.9744,2024-08-03T20:00:00,543365
58103.1,54029.12,58344,49050.01,76954.21833159344,53020.4394,2024-08-04T20:00:00,2131923
54037.9,56048.08,57207,53965.57,21200.509671329637,55962.3967,2024-08-05T20:00:00,767877
56048.07,55148.1,57833,54556.5,17584.489229751955,56158.613,2024-08-06T20:00:00,688524
55144.14,61705.58,62770,54737.32,25703.084427459315,58930.1864,2024-08-07T20:00:00,746627
61704.05,60862.13,61809,59552.46,15441.16129496134,60622.9991,2024-08-08T20:00:00,554071
60859.9,60935.02,61535,60255.61,4072.180394310697,60796.9749,2024-08-09T20:00:00,285877
60951.8,58722.49,61916,58312.63,7229.82173128255,59910.8266,2024-08-10T20:00:00,353069
58816,59358.78,60764,57653.31,14679.667887531443,59123.0231,2024-08-11T20:00:00,608892
59359.5,60603.19,61635,58402.01,14090.427734036131,60113.6468,2024-08-12T20:00:00,512345
60600.1,58690.62,61898,58453.56,16068.132437005446,60003.8133,2024-08-13T20:00:00,513468
58693.7,57543.61,59909,56117.7,17870.155616311316,58254.0495,2024-08-14T20:00:00,614306
57543.57,58888.99,59905,57096.56,13998.514233815686,58598.1231,2024-08-15T20:00:00,479806
58895.6,59497.49,59800,58803.45,3375.598654760669,59302.6687,2024-08-16T20:00:00,225594
59473.4,58466.5,60313,58422,5635.251630860595,59660.1994,2024-08-17T20:00:00,258763
58466.5,59452.67,59700,57820,10140.854179935173,58675.2668,2024-08-18T20:00:00,380930
59493.7,59017.59,61472,58571.96,14259.3192599301,60015.6116,2024-08-19T20:00:00,509760
59017.59,61163.28,61898,58793.89,16511.424216527652,60311.97,2024-08-20T20:00:00,456808
61179.8,60383.29,61467,59750,11537.926427695276,60674.45,2024-08-21T20:00:00,426178
60391.1,64087.4,65074,60343.2,21733.658387375428,62505.0701,2024-08-22T20:00:00,628447
64087.5,64179.63,64609,63564.22,6231.75926651095,64096.0641,2024-08-23T20:00:00,306040
64176.1,64251.93,65200,63793.74,4954.719307530248,64282.0876,2024-08-24T20:00:00,238206
64288.1,62966,64579,62806.8,12256.332805385944,63576.8642,2024-08-25T20:00:00,372800
62851.1,59439.64,63307,58009.6,17668.880767997412,61143.1985,2024-08-26T20:00:00,534411
59458,59045.88,60330,57851.62,12730.966862985191,59182.1953,2024-08-27T20:00:00,542368
59025.6,59385.5,61290,58717.4,13390.994139785862,60005.8027,2024-08-28T20:00:00,478625
59385.5,59112.77,60102,57700,12801.433110229189,58866.0364,2024-08-29T20:00:00,491248
59110,58968.37,59622,58736.9,2737.2740956604825,59144.5901,2024-08-30T20:00:00,245342
58968.37,57299,59236,57200,7421.114477814753,58117.7048,2024-08-31T20:00:00,358182
57318.5,59139.83,59588,57119.01,6932.6479858029015,58278.8385,2024-09-01T20:00:00,291108
59305,57468.84,59976,57394.49,10681.679466690335,58209.4995,2024-09-02T20:00:00,325061
57482.4,57971,58632,55555,18103.70367437131,57156.1194,2024-09-03T20:00:00,500872
57970.1,56156.82,58451,55601.5,16459.691040708483,56658.0437,2024-09-04T20:00:00,441328
56163.9,53950.01,57123,52530,24644.355583965902,54653.1227,2024-09-05T20:00:00,664279
53948.3,54156.33,55084,53733.1,5599.344510441847,54293.2412,2024-09-06T20:00:00,287982
54146.5,54881.11,55448,53623.95,5724.479945091327,54439.3713,2024-09-07T20:00:00,274505
54856.9,57053.9,58180,54565.56,13946.304867186069,56050.795,2024-09-08T20:00:00,450409
57062.7,57645.59,58136,56377.76,7933.797438274136,57172.4231,2024-09-09T20:00:00,380266
57630,57352.79,58104,55534.41,14972.725579153224,56837.3009,2024-09-10T20:00:00,510221
57350.7,58287,58652,57339,2188.9460236599507,58108.6112,2024-09-11T20:00:00,45013
58133.4,60581,60730,57658.3,4137.086139771104,59062.8841,2024-09-12T20:00:00,55866
60581.1,60000.1,60713,59478.3,1340.1307840898917,60094.7191,2024-09-13T20:00:00,29119
60000.2,59135.1,60525,58679.1,1742.5502641299147,59767.8577,2024-09-14T20:00:00,33915
59135.1,58342,59336,57488.7,2013.731861909849,58291.6793,2024-09-15T20:00:00,44098
58209.76,60317.2,61373.41,57619.9,15177.336311951896,60032.5554,2024-09-16T20:00:00,445136
60317.1,61853,61875,59164.6,14828.24056214259,60321.589,2024-09-17T20:00:00,474230
61853,62960.14,63950,61569.16,18538.10556177919,62832.5107,2024-09-18T20:00:00,579391
62922.2,63210.69,64200,62340,13348.426928740102,63205.1592,2024-09-19T20:00:00,494549
63210.3,63362.74,63614,62755,3930.2605826512345,63131.6906,2024-09-20T20:00:00,218878
63376.1,63577.66,64093,62380.55,5689.961209742116,63059.5485,2024-09-21T20:00:00,248565
63615.2,63338.87,64842,62566.28,10142.376606534242,63596.8469,2024-09-22T20:00:00,372795
63338.85,64272.93,64775,62689.15,11178.598893869284,63631.2534,2024-09-23T20:00:00,457297
64272.93,63130.89,64888,62917.4,7774.562229972608,63690.8662,2024-09-24T20:00:00,359778
63139.2,65177.21,65888,62652.99,16007.952402671694,64755.9523,2024-09-25T20:00:00,496597
65179.3,65789,66587,64827.85,11747.786235480728,65778.4561,2024-09-26T20:00:00,392339
65788.8,65858.99,66410,65400,3289.4598000003825,65773.3913,2024-09-27T20:00:00,193506
65862.7,65600.01,66193,65433.29,3350.2092215804673,65740.3601,2024-09-28T20:00:00,168231
65600.01,63301.25,65759,62833.95,13459.538343779934,63973.0907,2024-09-29T20:00:00,412696
63305.52,60790,64217,60150.89,19449.702597201,62260.412,2024-09-30T20:00:00,552553
60819.1,60631.37,62480,59969.2,11132.966936820512,61100.3948,2024-10-01T20:00:00,443180
60643.9,60744.99,61600,59824.87,9986.416405131686,60619.3339,2024-10-02T20:00:00,466839
60739.7,62090.71,62575,60451.6,9925.186048371037,61657.8825,2024-10-03T20:00:00,411097
62081,62051.29,62437,61686.34,2565.1495883702632,62044.2793,2024-10-04T20:00:00,244416
62051.58,62810.86,63033,61805.85,2866.6550394504666,62449.0285,2024-10-05T20:00:00,215377
62809.4,62202.02,64514,62113.28,13062.161552063155,63428.9312,2024-10-06T20:00:00,405318
62203.82,62122.02,63248,61824.48,8436.892346120167,62394.6086,2024-10-07T20:00:00,358191
62120.6,60578.28,62587,60255,9442.73723277974,61460.8012,2024-10-08T20:00:00,374085
60558,60279.53,61364,58863.9,12779.14307784773,60086.0608,2024-10-09T20:00:00,452835
60275.9,62518.75,63455,60029.98,13819.150361003301,62042.8639,2024-10-10T20:00:00,473970
62502.5,63187.46,63590,62464.15,4907.547548191803,63029.4183,2024-10-11T20:00:00,268063
63184.9,62845.3,63406,62029.9,3655.9236716305513,62665.7685,2024-10-12T20:00:00,207220
62834.9,66065.65,66555,62426.67,16820.133341747965,65211.6922,2024-10-13T20:00:00,548137
66065.64,67056.6,67944.76,64686.1,21695.15322099572,66374.4976,2024-10-14T20:00:00,597258
67056,67608.44,68399,66743,15605.5610760083,67633.9658,2024-10-15T20:00:00,510993
67654,67402.33,67962,66629.97,9872.01222976347,67181.6405,2024-10-16T20:00:00,421502
67399.86,68426.11,69000.62,67149.24,14198.50045931749,68343.4305,2024-10-17T20:00:00,468506
68440.2,68363.73,68689.29,68005.83,2451.2068643895236,68296.3393,2024-10-18T20:00:00,189264
68375,69014.86,69402,68083.18,3637.4799384711355,68677.9839,2024-10-19T20:00:00,233494
69010.5,67346.15,69586,66802,13050.65699498158,67843.2378,2024-10-20T20:00:00,460991
