Open,Close,High,Low,Volume,VWAP,Timestamp,Transactions,date,sentiment_score,delta_close,sentiment_correct,sentiment_correct_next_day,rolling_sentiment_3d,rolling_sentiment_5d,return_1d,return_3d,sentiment_lag_1d,sentiment_lag_2d,return_1d_lag,return_3d_lag,high_low_range,close_open_range,sentiment_x_volume,sentiment_x_return,rolling_volatility_3d
107811.7,105590.0,108943.35,105300.0,11474.00707616563,107041.4475,2025-05-28 20:00:00,577078,2025-05-28,0.0,,0,0,0.0,0.0,,,,,,,3643.350000000006,-2221.699999999997,0.0,,
105632.5,104033.26,106377.66,103460.0,9702.36237411501,105004.991,2025-05-29 20:00:00,606796,2025-05-29,0.23835,-1556.7400000000052,0,1,0.119175,0.119175,-0.014743252201913082,,0.0,,,,2917.6600000000035,-1599.2400000000052,2312.5580718703127,-0.0035140541623259833,
104033.0,104645.87,104965.5,103110.0,3105.2949622298747,104118.2042,2025-05-30 20:00:00,333479,2025-05-30,0.16688,612.6100000000006,1,1,0.13507666666666665,0.13507666666666665,0.005888597550437247,,0.23835,0.0,-0.014743252201913082,,1855.5,612.8699999999953,518.2116232969215,0.0009826891592169677,
104662.0,105697.94,105937.46,103790.0,3084.4641209401175,104878.2411,2025-05-31 20:00:00,300325,2025-05-31,0.16423333333333334,1052.070000000007,1,1,0.1898211111111111,0.14236583333333333,0.01005362180084135,0.0010222558954446903,0.16688,0.23835,0.005888597550437247,,2147.4600000000064,1035.9400000000023,506.5718241290653,0.0016511398204248444,0.01327846383885382
105712.4,105904.94,106000.0,103670.0,7103.368736124371,104760.7726,2025-06-01 20:00:00,422070,2025-06-01,0.142975,207.0,1,0,0.15802944444444444,0.14248766666666665,0.001958410920780418,0.017991169362567394,0.16423333333333334,0.16688,0.01005362180084135,0.0010222558954446903,2330.0,192.54000000000815,1015.6041450473818,0.0002800038013985802,0.004048173109421179
105920.4,105447.82,106901.68,104880.0,7583.404446373841,105966.4089,2025-06-02 20:00:00,432719,2025-06-02,0.0,-457.11999999999534,0,0,0.10240277777777777,0.14248766666666665,-0.004316323676685885,0.0076634653617959625,0.142975,0.16423333333333334,0.001958410920780418,0.017991169362567394,2021.679999999993,-472.5799999999872,0.0,-0.0,0.007204166230827858
105446.0,104753.38,106058.47,104202.0,5334.201601821149,105115.2359,2025-06-03 20:00:00,368685,2025-06-03,0.31545,-694.4400000000023,0,0,0.15280833333333332,0.15790766666666667,-0.006585626900584618,-0.008936408789045447,0.0,0.142975,-0.004316323676685885,0.0076634653617959625,1856.4700000000012,-692.6199999999953,1682.6738952944816,-0.0020774360057894178,0.004425731835594233
104745.4,101570.2,105999.68,100345.73,14274.94954348684,103096.4397,2025-06-04 20:00:00,709403,2025-06-04,-0.2202,-3183.1800000000076,1,0,0.03175,0.08049166666666666,-0.030387372703391646,-0.04093047973021846,0.31545,0.0,-0.006585626900584618,-0.008936408789045447,5653.949999999997,-3175.199999999997,-3143.3438894758024,0.006691299469286841,0.014441678328922014
101579.7,104397.99,105439.01,101132.91,11108.668623174002,103897.2773,2025-06-05 20:00:00,550109,2025-06-05,0.10508333333333332,2827.790000000008,1,1,0.06677777777777777,0.06866166666666666,0.027840744627853464,-0.009955919430102989,-0.2202,0.31545,-0.030387372703391646,-0.04093047973021846,4306.099999999991,2818.290000000008,1167.3359278185346,0.0029255982479769343,0.02927516526516614
104376.0,105619.02,106000.0,103969.7,4739.740544059951,105189.3393,2025-06-06 20:00:00,316137,2025-06-06,-0.33326666666666666,1221.0299999999988,0,0,-0.14946111111111113,-0.026586666666666665,0.011695914835141874,0.008263599704372293,0.10508333333333332,-0.2202,0.027840744627853464,-0.009955919430102989,2030.300000000003,1243.020000000004,-1579.597531983713,-0.0038978585507249484,0.030061526538716573
105619.02,105784.4,106550.0,105028.3,2672.435899080223,105894.125,2025-06-07 20:00:00,246201,2025-06-07,0.05135,165.3799999999901,1,1,-0.058944444444444445,-0.016316666666666663,0.0015658164599519075,0.041490515919039295,-0.33326666666666666,0.10508333333333332,0.011695914835141874,0.008263599704372293,1521.699999999997,165.3799999999901,137.22958341776945,8.040467521853045e-05,0.013251706005612004
105754.2,110301.15,110680.0,105368.27,8185.177546291206,108081.9097,2025-06-08 20:00:00,422302,2025-06-08,0.2023,4516.75,1,0,-0.02653888888888888,-0.03894666666666667,0.042697694556097066,0.056544766810165514,0.05135,-0.33326666666666666,0.0015658164599519075,0.041490515919039295,5311.729999999996,4546.949999999997,1655.8614176147112,0.008637743608698437,0.021430354774920706
110280.0,110300.24,110420.08,108310.0,6908.66231919124,109473.7374,2025-06-09 20:00:00,423719,2025-06-09,0.0,-0.9099999999889405,0,0,0.08455000000000001,0.005093333333333333,-8.25014063754459e-06,0.04432175189658083,0.2023,0.05135,0.042697694556097066,0.056544766810165514,2110.0800000000017,20.24000000000524,0.0,-0.0,0.02421468835858307
110273.6,108669.37,110435.05,108010.0,5792.238320771733,109351.6652,2025-06-10 20:00:00,432936,2025-06-10,0.0,-1630.87000000001,0,0,0.06743333333333333,-0.01592333333333333,-0.01478573392043403,0.027272168675154473,0.0,0.2023,-8.25014063754459e-06,0.04432175189658083,2425.050000000003,-1604.2300000000105,0.0,-0.0,0.0298510644386404
108701.9,105700.0,108853.74,105700.0,7492.8931010729375,107337.4476,2025-06-11 20:00:00,512849,2025-06-11,-0.131675,-2969.3699999999953,1,0,-0.04389166666666667,0.024395,-0.027324811030007723,-0.041714433621045655,0.0,0.0,-0.01478573392043403,0.027272168675154473,3153.7400000000052,-3001.899999999994,-986.6266990837789,0.0035979944923762667,0.01367355708685349
105760.1,106118.7,106250.0,102660.0,10185.707186185176,104672.8678,2025-06-12 20:00:00,644896,2025-06-12,0.0,418.6999999999971,0,0,-0.04389166666666667,0.014124999999999999,0.003961210974456009,-0.037910524945367396,-0.131675,0.0,-0.027324811030007723,-0.041714433621045655,3590.0,358.59999999999127,0.0,0.0,0.015745325076117377
106122.3,105465.42,106264.36,104351.72,2989.010661029822,105098.8896,2025-06-13 20:00:00,306006,2025-06-13,0.0,-653.2799999999988,0,0,-0.04389166666666667,-0.026335000000000004,-0.006156125169268001,-0.029483468984866645,0.0,-0.131675,0.003961210974456009,-0.037910524945367396,1912.6399999999994,-656.8800000000047,0.0,-0.0,0.015965008218912027
