Open,Close,High,Low,Volume,VWAP,Timestamp,Transactions,date,sentiment_score,delta_close,sentiment_correct,sentiment_correct_next_day,rolling_sentiment_3d,rolling_sentiment_5d,return_1d,return_3d,sentiment_lag_1d,sentiment_lag_2d,return_1d_lag,return_3d_lag,high_low_range,close_open_range,sentiment_x_volume,sentiment_x_return,rolling_volatility_3d
105465.42,105581.4,106260.0,104505.05,2407.187499500191,105368.4931,2025-06-14 20:00:00,346168,2025-06-14,-0.02489999999999999,115.97999999999593,0,0,-0.008300000000000007,-0.031315,0.0010996969433203496,-0.0011220435193946,0.0,0.0,-0.006156125169268001,-0.029483468984866645,1754.949999999997,115.97999999999593,-59.93896873755473,-2.7382453888676698e-05,0.005215293339864565
105581.5,106853.38,109030.0,104982.26,7450.235857560228,107459.6705,2025-06-15 20:00:00,463315,2025-06-15,-0.13396666666666665,1271.9800000000105,0,1,-0.052955555555555554,-0.05810833333333333,0.012047387134476395,0.006923190728872486,-0.02489999999999999,0.0,0.0010996969433203496,-0.0011220435193946,4047.7400000000052,1271.8800000000047,-998.0832637178185,-0.0016139482964486875,0.009163939611721149
106800.1,104622.4,107792.9,103363.3,9802.496025523593,105129.8881,2025-06-16 20:00:00,562324,2025-06-16,0.0,-2230.9800000000105,0,0,-0.05295555555555556,-0.031773333333333334,-0.020878890307447606,-0.007993330894619288,-0.13396666666666665,-0.02489999999999999,0.012047387134476395,0.006923190728872486,4429.599999999991,-2177.7000000000116,0.0,-0.0,0.016768273436481688
104622.5,104915.6,105660.0,103512.38,6779.621123841441,104557.9218,2025-06-17 20:00:00,488568,2025-06-17,0.026799999999999997,293.20000000001164,1,0,-0.03572222222222223,-0.026413333333333334,0.0028024591292115097,-0.00630603496449178,0.0,-0.13396666666666665,-0.020878890307447606,-0.007993330894619288,2147.6199999999953,293.1000000000058,181.6938461189506,7.510590466286845e-05,0.016982416156848024
104891.9,104671.9,105340.0,103916.37,3858.5223997305793,104655.0931,2025-06-18 20:00:00,305591,2025-06-18,0.12665,-243.70000000001164,0,0,0.05114999999999998,-0.0010833333333333307,-0.002322819485376937,-0.020415638700432392,0.026799999999999997,0.0,0.0028024591292115097,-0.00630603496449178,1423.6300000000047,-220.0,488.6818619258779,-0.0002941850878229891,0.012459284064316671
104675.2,103317.8,106580.0,102357.25,6826.764616851534,104260.2841,2025-06-19 20:00:00,431684,2025-06-19,0.049475000000000005,-1354.0999999999913,0,0,0.06764166666666666,0.013791666666666669,-0.01293661431578097,-0.012469604979430726,0.12665,0.026799999999999997,-0.002322819485376937,-0.020415638700432392,4222.75,-1357.3999999999942,337.7541794187297,-0.0006400389932732636,0.008027448271253798
103300.0,102160.03,104120.0,100919.19,4955.353099220571,102648.8633,2025-06-20 20:00:00,344407,2025-06-20,0.13441666666666666,-1157.770000000004,0,0,0.10351388888888886,0.06746833333333332,-0.011205910307807598,-0.026264635573737483,0.049475000000000005,0.12665,-0.01293661431578097,-0.012469604979430726,3200.8099999999977,-1139.9700000000012,666.082045753565,-0.001506261110541138,0.005694401923887983
102153.0,100996.87,103470.0,98225.01,12348.278930754645,100438.7314,2025-06-21 20:00:00,608233,2025-06-21,0.17105,-1163.1600000000035,0,1,0.11831388888888887,0.10167833333333334,-0.011385666194498989,-0.035109996092552054,0.13441666666666666,0.049475000000000005,-0.011205910307807598,-0.026264635573737483,5244.990000000005,-1156.1300000000047,2112.173111105582,-0.001947518202569052,0.0009515853978948138
100987.9,105382.0,106210.0,99677.07,12561.10235921124,102649.7071,2025-06-22 20:00:00,557369,2025-06-22,0.1941,4385.130000000005,1,1,0.1665222222222222,0.13513833333333333,0.043418474255687345,0.019979132346991557,0.17105,0.13441666666666666,-0.011385666194498989,-0.035109996092552054,6532.929999999993,4394.100000000006,2438.1099679229014,0.008427525853028913,0.03158942204705855
105418.4,106141.0,106366.29,104681.83,7512.451839232202,105470.8737,2025-06-23 20:00:00,435493,2025-06-23,0.0,759.0,0,0,0.12171666666666664,0.10980833333333333,0.007202368525934144,0.038967979942840625,0.1941,0.17105,0.043418474255687345,0.019979132346991557,1684.4599999999919,722.6000000000058,0.0,0.0,0.027870579348961155
106100.0,107400.22,108206.0,105875.0,8948.498965531538,107305.9909,2025-06-24 20:00:00,464857,2025-06-24,0.013300000000000006,1259.2200000000012,1,0,0.06913333333333331,0.10257333333333332,0.01186365306526227,0.0634014697683205,0.0,0.1941,0.007202368525934144,0.038967979942840625,2331.0,1300.2200000000012,119.01503624156952,0.00015778658576798827,0.019702117602535953
107360.0,107029.64,108345.0,106520.0,5888.253024071294,107471.0251,2025-06-25 20:00:00,426856,2025-06-25,0.19469999999999998,-370.58000000000175,0,1,0.0693333333333333,0.11463000000000001,-0.0034504584813699335,0.01563492816610057,0.013300000000000006,0.0,0.01186365306526227,0.0634014697683205,1825.0,-330.3600000000006,1146.4428637866808,-0.000671804266322726,0.00784997143590153
107029.63,107113.38,107804.2,106370.0,7104.08538475123,107017.9136,2025-06-26 20:00:00,400565,2025-06-26,0.125,83.74000000000524,1,1,0.11099999999999997,0.10541999999999999,0.0007824000902927342,0.009161210088467264,0.19469999999999998,0.013300000000000006,-0.0034504584813699335,0.01563492816610057,1434.199999999997,83.75,888.0106730939037,9.780001128659177e-05,0.007908152667191646
107119.17,107352.2,107599.81,106868.94,1768.3091297098872,107308.0523,2025-06-27 20:00:00,200558,2025-06-27,0.0,238.81999999999243,0,0,0.10656666666666663,0.0666,0.002229600074239002,-0.00044711267816777145,0.125,0.19469999999999998,0.0007824000902927342,0.009161210088467264,730.8699999999953,233.02999999999884,0.0,0.0,0.0029516815737354735
107325.1,108387.2,108590.0,107220.0,2734.3772131802175,107865.6099,2025-06-28 20:00:00,242209,2025-06-28,0.0,1035.0,0,0,0.04166666666666664,0.06659999999999999,0.00964116245405311,0.012683963059204828,0.0,0.125,0.002229600074239002,-0.00044711267816777145,1370.0,1062.0999999999913,0.0,0.0,0.004752250612797163
108387.3,107250.0,108800.0,106724.76,8236.52254211,107617.5896,2025-06-29 20:00:00,444753,2025-06-29,0.0,-1137.199999999997,0,0,0.0,0.06394,-0.01049201381712972,0.0012754709075559756,0.0,0.0,0.00964116245405311,0.012683963059204828,2075.2400000000052,-1137.300000000003,0.0,-0.0,0.010182628210809652
